name,description,neighborhood_overview,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
"Quiet, Artistically Decorated Cambridge Apartment",,"Our street is a beautiful quiet tree lined street that does not get a lot of car traffic since it is not a through street from major roads.  There are several parks close by- a large one that is great for jogging, soccer, softball, track and smaller ones that with newly renovated playground equipment and water features for hot days.","Cambridge, MA","I have lived in this house for almost 30 years and have renovated almost every square inch of it.  I have two daughters who have graduated college (Colorado College & Princeton) and a son who graduated from Harvard College in 2022.  I love cycling, rowing, walks, yoga, cooking, making art and hanging out with family and friends.",within an hour,100%,100%,Cambridge,1,3,"['email', 'phone', 'work_email']",Neighborhood highlights,North Cambridge,,42.39346,-71.13137,Entire rental unit,Entire home/apt,4,1,1 bath,1,2,"[""Refrigerator"", ""Bed linens"", ""Outdoor furniture"", ""Free street parking"", ""TV with Netflix, Roku, Amazon Prime Video"", ""Cooking basics"", ""Oven"", ""First aid kit"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Keypad"", ""Game console"", ""Crib - always at the listing"", ""Dryer"", ""Shared patio or balcony"", ""Shared backyard \u2013 Not fully fenced"", ""Coffee maker: drip coffee maker, french press"", ""Washer \u2013\u00a0In building"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Stainless steel induction stove"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Fire extinguisher"", ""AC - split type ductless system"", ""Heating""]",$225.00 ,400,41,0,188,44,246,55350,4.93,4.95,4.95,4.95,4.96,4.88,4.82,1,1,0,0,2.63
See Yourself in Central Square,,,"Mid-Cambridge, MA","I spent most of my adult life traveling around the globe from my home base in Portland,Oregon... sometimes staying in people's house, sometimes just a hammock between two trees.  I am currently indoctrinating my son to like these things so we can hit the road when he gets a wee bit older.  My last trip was across India by bicycle.  Good fun if you get the chance!

Since I've been in Cambridge, I've learned things that would be not possible while traveling, learning the guitar, making beer, perfecting my jerk chicken burritos...and I've grown to love this town...lively music scene, and the biking is getting better and better!",a few days or more,0%,34%,Cambridge,5,6,"['email', 'phone']",,The Port,,42.36545,-71.10268,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Refrigerator"", ""High chair"", ""Cooking basics"", ""Oven"", ""First aid kit"", ""Children\u2019s books and toys"", ""Lockbox"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Stove"", ""Dishes and silverware"", ""Hot water"", ""Fire extinguisher"", ""Heating"", ""Paid parking off premises""]",$141.00 ,134,1,0,67,1,60,8460,4.57,4.81,4.31,4.91,4.88,4.82,4.53,2,2,0,0,0.9
Home on quiet street near Harvard,"Bedroom with double bed, desk, closet, wi-fi, and two windows. Bathroom for guest(s) only. Kitchen has breakfast supplies and storage space for guest(s) but also used by owner and occasionally family members.<br />Minimum of three nights booking reservations.",,"Cambridge, MA","I have lived in my house in Cambridge for more than forty years, during which I have shared the space with family and first-floor tenants. Though my children are grown, I love my neighborhood and appreciate the sense of community.  I know well the advantages of this location, and I always enjoy connecting people with historic and cultural resources. In keeping with these enthusiasms, I volunteer as a guide at deCordova Sculpture Park and Museum in Lincoln and participate in projects at a community art center near my house.  I post about art in the Boston area on a blog called ART OUTDOORS. 
 (Website hidden by Airbnb) 

Currently a freelance writer and editor of educational materials, I keep a home office but still have one guest room that is not used often enough.  I think the room would prove to be a comfortable base for someone attending a conference or exploring the Boston area. 
I am vaccinated and boosted and try to follow whatever masking, testing, and cleaning guidelines are current.",within a few hours,100%,92%,Cambridge,1,1,"['email', 'phone']",,Agassiz,,42.38373,-71.11424,Private room in bed and breakfast,Private room,2,,1 shared bath,,,"[""Refrigerator"", ""Bed linens"", ""Free street parking"", ""Cooking basics"", ""Oven"", ""First aid kit"", ""Private backyard"", ""Hair dryer"", ""Microwave"", ""Iron"", ""Breakfast"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Stove"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Fire extinguisher"", ""Heating""]",,555,30,2,11,31,180,,4.93,4.95,4.92,4.99,4.98,4.93,4.94,1,0,1,0,3.82
Mid-Cambridge Charmer - Avail Summer Session,"- Enjoy the comfort & convenience of my cozy 1 bedroom, on a quiet street in Mid Cambridge. With lots of light, hardwood floors, french doors, a beautiful kitchen & 2 decks. Minutes to Harvard, MIT & public transportation. Minimum stay is 4 weeks. No parking.","Mid- Cambridge is a beautiful neighborhood of Victorian houses and tree lined streets.   Convenient to everything - half way btween Harvard & Central Sqs. Enjoy excellent dining, entertainment, site seeing & seasonal events. Everything you need is near by including grocery stores, library, post office, drug stores, cafes, banks, hubway bikes, Charles River.","Cambridge, MA","Hi, I am Melissa. I grew up in historic Lexington Mass and studied Art History and Art Education. I make sculpture out of recycled computer parts out of a Maker Space called the Artisan's Asylum in Somerville and teach people of all ages. I put my heart and soul into renovating my condo and turned it into the dream home I always wanted! I love the back porch and back yard. It is the most relaxing place to hang out on a hot summer day! I rent to Harvard and MIT affiliates. Many international scholars have stayed in my condo.  Come visit MA. I live around the block and would be happy to give suggestions of what to see and do on your visit!",within an hour,100%,58%,Mid-Cambridge,1,1,"['email', 'phone']",Neighborhood highlights,Mid-Cambridge,,42.37122,-71.10797,Entire condo,Entire home/apt,2,1,1 bath,1,1,"[""Refrigerator"", ""Cooking basics"", ""Oven"", ""First aid kit"", ""Lockbox"", ""Self check-in"", ""Sun loungers"", ""Hair dryer"", ""Backyard"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Dryer"", ""Smoke alarm"", ""Patio or balcony"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Heating"", ""Washer""]",$120.00 ,10,2,0,18,2,120,14400,4.67,4.8,4.7,4.8,4.7,5,4.6,1,1,0,0,0.07
Pvt Room Heart of Harvard Square,"***Pls not place booking request without contacting us (host profile)***.A private room is available in a 2-bedroom apartment. There will be one other resident (max of 2) in the second room, and we prefer single guests for the room. In rare situations we can accept 2. The bathroom is shared with a maximum of one other guest. We are looking for very clean, professional guests only. The kitchen is shared as well. Not suitable for handicapped or disabled guests. We cannot accommodate any animals",Heart of Harvard Square. This is one phenomenal location close to everything Harvard has to offer. Most of our guests are return guests and that should speak for itself.,"Boston, MA","Harvard affiliate, design enthusiast, love to host and toast. The rest is history. Beyond all of the above, there is only one reason doing what we do- We are people's people :-). 

★★★★★★★★

FOR NEW airbnb user, below are some of the FAQ links for your perusal (questions & answers useful for new user). Please do let me know if you have any problem, my response would be faster than airbnb support team as sometimes their hotline as very busy (but I only can help you on general question).

GENERAL FAQ for guests before booking
www.airbnb.com/help/topic/traveling

FAQ: What are Airbnb Service Fees?
www.airbnb.com/help/question/104

FAQ: For How to Book
www.airbnb.com/help/question/85

FAQ: For How to make a payment / reservation
Please message me first before you book with the number of guests including kids. Tax of 13% is added on to the total and sent. 

FAQ: For How to Contact Airbnb Support
www.airbnb.com/help/question/9

FAQ: How and when do I make a payment for my reservation?
www.airbnb.com/help/question/92

FAQ: How can I view or print a billing receipt or itinerary for my trip?
www.airbnb.com/help/question/100

FAQ: How are cleaning fees added?
www.airbnb.com/help/question/58

FAQ: How does the Airbnb payment system work?
www.airbnb.com/help/question/51

Contact Number and Email Information will only be released until a booking is made.

Below is the FAQ on airbnb “Why can’t I call or email a host before booking?”: www.airbnb.com/help/question/111

We strongly recommend reviewing all cancellation policies before making your reservations: www.airbnb.com/home/cancellation_policies

Hope this helps you get to know how airbnb works :-)

For Pricing, at the listing page, enter check in date, check out date and total number of guests. The system will auto generate the price for your consideration. Regarding the currency display, it depends on your own setting, you can change your currency setting at the lower left panel of your airbnb page under the ""LANGUAGE"", you will see ""CURRENCY"" setting. Just click on it to change to any currency that you wish to display.

- Return Customer or Host or Guest with positive reviews with whatever possible discount on top of their daily / weekly / month rate OR VIP customer that keep booking over certain accumulated nights that I will offer extra discount OR Customer who had referred me many booking :-)


",within an hour,100%,95%,Harvard Square,4,18,"['email', 'phone']",Neighborhood highlights,Mid-Cambridge,,42.37299,-71.11116,Private room in rental unit,Private room,2,1,1 shared bath,1,1,"[""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Elevator"", ""Oven"", ""First aid kit"", ""Luggage dropoff allowed"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Dryer"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Fire extinguisher"", ""Heating"", ""Washer"", ""Building staff"", ""Paid parking off premises""]",$199.00 ,7,1,0,180,1,60,11940,4.86,4.14,4.57,4.14,4.29,4.86,4.57,3,2,1,0,0.05
"Sunny, lg 1-br, heart of Cambridge","I love being curled up on the couch, with the morning sunlight pouring in, knowing that everything (groceries, gym, spin, yoga, bars, cafes, restaurants, public transport, etc.) is within a two block radius. The street is quiet, but the neighborhood lively; it's the best of both worlds -- true Cambridge.",,"Cambridge, MA",From New York. Love to go hiking for fun!,within a few hours,83%,67%,Cambridge,1,2,"['email', 'phone']",,Mid-Cambridge,,42.37285,-71.11263,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Refrigerator"", ""Hot water kettle"", ""Freezer"", ""Oven"", ""Hair dryer"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""43 inch HDTV"", ""Dryer"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Air conditioning"", ""Dishwasher"", ""Stove"", ""Hot water"", ""Wine glasses"", ""Private entrance"", ""Heating"", ""Washer""]",$123.00 ,15,0,0,65,0,0,0,4.93,4.93,4.87,4.93,4.93,5,4.53,1,1,0,0,0.11
Entire Fabulous home: Available occasionally!,"4 bedrooms, 2 full baths! Safe, comfortable, bright, happy architecturally designed. fun Cambridge neighborhood. Walk to trains, bus, Harvard/Davis/Porter. Comfortably fits 7 people for family sabbatical or holiday. 4 bedrooms, (2 queens, one full, one single—all very high end comfortable mattresses/organic). Leafy, quiet neighborhood near cool city spots; walk, bike or bus to Harvard!  **Pls note: Must like children; pitter-patter of v sweet  2 & 5 yr-olds running above us for short spurts!","great neighborhood, again deets will be found in other listing","Cambridge, MA","Friendly, politically progressive, resourceful... I love hosting people from all over the world, and know the area well for a native NY'er. You will find the environment 'on the court' restful, peaceful and as one  guest from put it, ""I  figured you were a healer of some sort-- because your home feels healing."" Our place is relaxing and down to earth, with  an artistic and colorful ambiance, and lots of sunlight.",within a few hours,100%,50%,Cambridge,4,4,"['email', 'phone']",Neighborhood highlights,North Cambridge,,42.39426,-71.13258,Entire condo,Entire home/apt,7,2,2 baths,4,3,"[""Lockbox"", ""Self check-in"", ""Pets allowed"", ""Smoke alarm"", ""Patio or balcony"", ""Coffee maker"", ""TV with standard cable"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Washer"", ""Kitchen"", ""Air conditioning"", ""Dryer""]",$495.00 ,0,0,0,260,0,0,0,,,,,,,,3,1,2,0,
"Great Room Near Harvard/MIT/BU, bikes available","The Room includes a Bed, Desk, closet, remote overhead dimming light and Air conditioner.<br /><br />The apartment is a 3 bedroom 1 bath on the second and third floor of a 2 family house.<br /><br />When more than one guest is present the bathroom is cleaned weekly and the entire house is cleaned every other week.<br /><br />Bike with helmet and lock is available during your stay. <br /><br />This listing is for one of the 2 rooms in the photos not both.",,"Cambridge, MA","I'm a software dev who has lived in Cambridge for many years & love all my town offers

Happy to offer local recommendations:
bike trails, kayaking & other outdoor activities (especially nature outings — the Charles River is 3 blocks away!), whale watching, comedy, museums, cultural events

You're also welcome to use my fleet of renovated bikes for exploring, free of charge

I’m always reachable for anything that will make your stay comfortable",within an hour,100%,82%,Cambridge,4,7,"['email', 'phone']",,Cambridgeport,,42.35966,-71.10854,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Refrigerator"", ""Bed linens"", ""Conditioner"", ""Rice maker"", ""Safe"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Lock on bedroom door"", ""Oven"", ""First aid kit"", ""Board games"", ""Shared backyard"", ""Luggage dropoff allowed"", ""Shared BBQ grill: gas"", ""Self check-in"", ""Hair dryer"", ""Barbecue utensils"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Baking sheet"", ""Iron"", ""Blender"", ""Books and reading material"", ""Coffee"", ""Shared patio or balcony"", ""Cleaning products"", ""Toaster"", ""TV with Chromecast"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Ethernet connection"", ""Coffee maker"", ""Essentials"", ""Dining table"", ""Bidet"", ""Smart lock"", ""Cleaning available during stay"", ""Free dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Shampoo"", ""Kitchen"", ""Body soap"", ""Dishwasher"", ""Free washer \u2013 In unit"", ""Stove"", ""Room-darkening shades"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Wine glasses"", ""Outdoor dining area"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Bikes"", ""Paid parking off premises"", ""Heating"", ""Exercise equipment"", ""Fast wifi \u2013 120 Mbps""]",,83,1,0,287,3,42,,4.72,4.8,4.74,4.85,4.84,4.83,4.54,4,1,3,0,0.58
MIT/Harvard/Inman- 2 Bedroom Apt.,"First floor apartment located in our 2 family home. Located in vibrant and hip Inman Square. 5 minute walk to the New Union Square Green Line T stop. <br /><br />I live in a separate apartment upstairs with my husband and 2 children.  <br /><br />City of Cambridge Inspected and Licensed as a LEGAL short term rental apartment. <br /><br />Registration No. STR-14611 with the City of Cambridge,MA",What is not to love about Inman Square!! Tons of Restaurants and still maintaining a neighborhood feel. There are 2 WholeFoods Markets within a 10 minute walk.,"Cambridge, MA","I am married and a mom to two amazing children and an Airbnb host since 2012. I was the Chef/Owner of two award winning restaurants in Boston prior to having children. My husband Chad is an Engineer. 

 Cambridge has been our home for over 20 years and is an amazing place to live and raise a family.",within an hour,100%,98%,Cambridge,2,2,"['email', 'phone']",Neighborhood highlights,Wellington-Harrington,,42.37324,-71.09635,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,"[""Refrigerator"", ""Bed linens"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Free street parking"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Oven"", ""Shower gel"", ""First aid kit"", ""Electric stove"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Self check-in"", ""Clothing storage: closet and wardrobe"", ""Dove body soap"", ""Fast wifi \u2013 75 Mbps"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: french press, Keurig coffee machine"", ""Long term stays allowed"", ""Baking sheet"", ""Iron"", ""Booster seat high chair - available upon request"", ""Books and reading material"", ""Keypad"", ""Coffee"", ""Crib - always at the listing"", ""60 inch HDTV with premium cable, Chromecast"", ""Cleaning products"", ""Toaster"", ""Dove conditioner"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Dining table"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Shampoo"", ""Kitchen"", ""Dishwasher"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Ceiling fan"", ""Wine glasses"", ""Central heating"", ""Exterior security cameras on property"", ""Fire extinguisher""]",$204.00 ,662,65,4,135,65,255,52020,4.8,4.9,4.85,4.95,4.93,4.85,4.76,1,1,0,0,4.59
Quiet private room in N. Cambridge,"I DO require all guests to not just having their Covid vaccinations but being up-to-date with the latest booster..<br /><br />Quiet room w/ futon and couch, desk (not a work desk) , and closet.<br /><br />Bus to Harvard Square leaves just around the corner. It's about a 10 to 14 minute ride depending on the time of day, and there is a subway connection there.There is also a subway stop about a 13 minute walk from my place.<br /><br />I have a lot of hosting experience and can provide good tips on an individual's interests.","This was the working class neighborhood of Cambridge, the area where former speaker of the house, Tip O'Neil, grew up. A lot of condos have gone up in the neighborhood. It's an area that borders Arlington and Somerville, and Belmont and Watertown are also very close.","Cambridge, MA","I am a senior and may be immune compromised so please be advised I can only accommodate guests who have an updated COVID booster or pledge to get it at least 2 weeks before their arrival date. Proof is needed.

I am passionate about music including music from many different areas of the world. I've traveled extensively on a budget and am very resourceful helping those who may have a limited budget to find things to do that they can afford.",within an hour,100%,48%,Cambridge,1,1,"['email', 'phone']",Neighborhood highlights,North Cambridge,,42.39892,-71.13527,Private room in rental unit,Private room,2,1,1 shared bath,1,0,"[""Refrigerator"", ""Bed linens"", ""Conditioner"", ""Free street parking"", ""Cooking basics"", ""Hot water kettle"", ""Clothing storage: closet"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Iron"", ""Coffee"", ""Breakfast"", ""Portable heater"", ""Shared patio or balcony"", ""Cleaning products"", ""Toaster"", ""Host greets you"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Dining table"", ""Carbon monoxide alarm"", ""Wifi"", ""Shampoo"", ""Kitchen"", ""Portable fans"", ""Body soap"", ""Stove"", ""Room-darkening shades"", ""Dishes and silverware"", ""Hot water"", ""Ceiling fan""]",$55.00 ,512,28,0,252,28,168,9240,4.71,4.82,4.38,4.86,4.91,4.72,4.73,1,0,1,0,3.59
Minutes to Harvard Square,"This is a newly-updated well-maintained 2 bedroom condo unit in a classic Cambridgian triple decker house setting. We are located on the first floor (or 'ground floor' in European terms).  There is a separate front entrance to our unit.  The condo is located in Strawberry Hill, the quietest and safest residential neighborhood in Cambridge, 1.5 miles west of Harvard Square. Away from subway metro stops but accessible to the station with four frequent bus lines. Great amenities by foot.","very quiet and family oriented. Free street parking directly in front of the house. Walkable to public library, playgrounds, supermarkets, restaurants and outdoor tennis/golf/running trails. Car rental within 1 mile.","Bellevue, WA","I live between two coasts. I love to travel, and I'm quite easy going.  I've spent my formative years in various continents, experienced to various cultures. ",N/A,N/A,100%,Cambridge,2,3,"['email', 'phone']",Neighborhood highlights,Strawberry Hill,,42.37656,-71.15029,Entire condo,Entire home/apt,3,1,1 bath,2,2,"[""Refrigerator"", ""Free street parking"", ""Cooking basics"", ""First aid kit"", ""Free parking on premises"", ""Lockbox"", ""Self check-in"", ""Dedicated workspace"", ""Microwave"", ""Long term stays allowed"", ""Smoke alarm"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In unit"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hot water"", ""Fire extinguisher"", ""Heating""]",$131.00 ,17,0,0,284,0,0,0,4.94,4.94,4.94,5,4.94,4.94,4.69,1,1,0,0,0.14
Victorian Charm MIT/Harvard/Kendall/Central-1BR,"Welcome to our 100-year-old house! Cozy, friendly and full of charm. Very convenient to MGH. Our location is hard to beat: close to both subway and bus with many excellent restaurants in walking distance. Convenient for functions at MIT or Harvard. Located in Central Square, we are an easy walk to Kendall and Inman Squares. For runners and walkers, the Charles River paths are 0.5 mile away. This unit features hardwood floors and nine foot ceilings. The private back deck is very popular.","Despite our urban setting, our neighborhood is very quiet, particularly at bedtime. It has always been the kind of neighborhood where women can walk alone safely at night. Generally speaking, this side of the river is dramatically calmer than the Boston side though now bustling with a nice variety of great restaurants.<br /><br />We actively recycle. There is a blue bin in the unit. Or, we can do it for you if you simply keep glass, plastic and metal trash together and separated from trash. We also keep a compost container in the fridge for vegetable trash. We'll empty it into the big bin outside when you leave.","Cambridge, MA","We are a pair of classical musicians in Cambridge, located between MIT & Harvard. As with much of Cambridge, we're hopeless lefties. 

On parle un peu de français. Hablamos poco español. Und ein bisschen Deutsch auch.

Most Sundays you'll find us ""making a joyful noise"" at one church or another.
We've been in this old house and this neighborhood over 20 years now. Since we cook a bit, the rental floor fridge and pantry might contain a little overflow from ours. We're huge fans of Airbnb both as guests and as hosts. Leave your towels and sheets at home; we provide all that for you. Our biggest challenge as Airbnb hosts is saying goodbye to the awesome people who stay with us.",within an hour,100%,98%,Cambridge,1,1,"['email', 'phone']",Neighborhood highlights,The Port,,42.36665,-71.09823,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Refrigerator"", ""Bed linens"", ""Conditioner"", ""27 inch HDTV with Amazon Prime Video, Disney+, Fire TV, Hulu, Netflix, DVD player"", ""Samsung gas stove"", ""Cooking basics"", ""Hot water kettle"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""First aid kit"", ""Luggage dropoff allowed"", ""Lockbox"", ""Private patio or balcony"", ""Self check-in"", ""Dove body soap"", ""Hair dryer"", ""Bathtub"", ""Dedicated workspace"", ""Microwave"", ""Baking sheet"", ""Iron"", ""Blender"", ""Books and reading material"", ""Coffee"", ""Cleaning products"", ""Toaster"", ""Samsung oven"", ""Smoke alarm"", ""Laundromat nearby"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Dining table"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Not fully fenced"", ""Window AC unit"", ""Shampoo"", ""Fast wifi \u2013 365 Mbps"", ""Portable fans"", ""Kitchen"", ""Dishwasher"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hot water"", ""Free driveway parking on premises \u2013 1 space"", ""Ceiling fan"", ""Wine glasses"", ""Private entrance"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Heating""]",$156.00 ,675,57,3,98,64,255,39780,4.85,4.91,4.79,4.97,4.97,4.89,4.84,1,1,0,0,4.71
